8.767181980395832852e-10,1.658775204305129591e-06,4.254747053809848634e-13,1.155580277554690838e-03,4.173036055206253583e-27,1.394701953753851864e-13,4.279957011021906510e-08,1.344614730669491109e-07,6.896558773686984820e-15,4.668557643890380859e-01,8.896164363250136375e-04,4.171136006037023947e-11,5.310959815979003906e-01,7.675377803827216362e-22,2.231250483888133716e-16,8.939983085418101716e-13,1.169916799881320912e-06,5.779578204911928196e-13,5.398186816752167398e-20,9.038828713281432670e-13
2.005345862698959536e-07,8.165437748175463639e-07,2.570429806503238268e-11,3.086929908022284508e-03,1.347907427229597331e-27,1.776451071815632506e-15,2.311003527211141773e-06,3.534271115768206073e-07,5.035600300455633782e-13,9.693167209625244141e-01,2.946451306343078613e-03,1.040353314607500579e-08,2.464014105498790741e-02,1.406711750760775106e-20,8.880468781303945997e-17,1.969155090722485291e-12,6.078681508370209485e-06,5.912746420949632764e-13,7.484297756899782324e-17,7.349376315857192310e-12
3.923184621612563205e-08,1.490298444650761667e-07,3.841993563569179315e-12,2.491061342880129814e-03,8.321756474492640559e-28,1.367832425423027784e-15,1.176414571091299877e-06,5.655024182260603993e-08,4.450033278067394571e-14,9.936219453811645508e-01,5.958468536846339703e-04,3.666795755918883515e-09,3.288157284259796143e-03,4.791925143179312811e-21,1.121487752186638433e-17,4.413098033707874013e-13,1.554500158817972988e-06,2.131919315563612916e-13,3.984521731478543843e-17,3.474827196814356256e-12
4.846895151899843768e-08,1.512773195599947940e-07,5.327244288061416810e-12,2.303307643160223961e-03,1.512653882084911970e-27,2.193100649339392062e-15,1.203362216983805411e-06,5.811893899476672232e-08,5.526660943125372150e-14,9.938164949417114258e-01,5.432054167613387108e-04,4.259432806463792076e-09,3.333813278004527092e-03,8.122791638442122874e-21,1.734347770542585509e-17,5.465881653538007257e-13,1.750145315781992394e-06,3.275488875357362994e-13,7.272521652984976093e-17,5.572382399260389363e-12
9.549712842726876261e-08,1.153744690896019165e-07,8.390844442873746090e-12,1.649499870836734772e-03,3.521589095959304424e-27,3.531902291044699584e-15,1.919130227179266512e-06,8.204402490719076013e-08,1.292407207729301399e-13,9.907841086387634277e-01,6.332091870717704296e-04,5.245589296265507073e-09,6.927088834345340729e-03,2.853566641272234000e-20,4.073883707413872529e-17,1.111491324326530084e-12,3.947214736399473622e-06,6.163366800433778270e-13,1.767556722943649920e-16,8.746491378386345161e-12
1.179688027264091943e-07,1.171015640011319192e-07,1.163329588910189116e-11,1.525006024166941643e-03,6.400543517725197924e-27,5.662193329762817140e-15,1.962873966476763599e-06,8.431059228541926132e-08,1.604910865662945163e-13,9.908685088157653809e-01,5.772022414021193981e-04,6.092720550299191018e-09,7.022494450211524963e-03,4.836564138806193017e-20,6.299445570967805567e-17,1.376495163511737285e-12,4.443505076778819785e-06,9.468373350987602244e-13,3.225763513962432490e-16,1.402467378341931692e-11
2.363606625976899522e-07,8.799398187875340227e-08,1.186446167006360852e-11,1.329742022790014744e-03,2.213700085561643370e-26,9.604233844307495660e-15,2.539357865316560492e-06,9.697983216483407887e-08,2.011117373980006451e-13,9.888105988502502441e-01,5.081756389699876308e-04,5.780410816669245833e-09,9.342445060610771179e-03,1.484360487330834928e-19,1.188953148885667655e-16,3.283562874725753922e-12,6.061798103473847732e-06,1.101570982868504966e-12,5.800490622522513299e-16,2.411553248760078816e-11
1.343315432222880190e-07,2.250941211201507031e-09,4.034226921842626670e-15,1.709313437459059060e-06,1.575851593799067609e-25,8.460260368382517895e-17,1.423744197381893173e-05,5.611482265521772206e-07,1.317609406760596961e-15,9.976959228515625000e-01,1.943733310326933861e-03,2.919888723168506672e-12,3.374591760803014040e-04,2.418839608523002856e-20,3.546594977487331881e-16,1.223396261378106083e-15,6.261449470912339166e-06,4.096398716654618688e-14,3.734463377942538471e-17,2.572832225045118548e-10
1.274033934350882191e-06,3.664635928046777735e-09,1.023912908398785099e-14,4.022868324682349339e-06,7.942233844394779384e-25,2.641941555204873693e-16,6.062373358872719109e-05,2.528918514599354239e-07,1.598292408558148973e-15,9.981733560562133789e-01,1.222460414282977581e-03,1.638877922260917330e-11,5.264155915938317776e-04,1.375899660684086959e-19,9.483559813169254067e-16,5.053462090790199895e-16,1.150747357314685360e-05,2.906227301456738854e-14,3.383428638577571854e-16,2.283941091807406565e-10
3.801836328420904465e-06,7.261669487945709989e-09,2.764351315670716958e-14,5.255112228041980416e-06,4.425545177030611174e-24,4.428501329971275833e-16,1.747766800690442324e-04,1.094204321816505399e-06,6.859889870367398904e-15,9.961752891540527344e-01,1.958287321031093597e-03,2.908158609760125302e-11,1.626511453650891781e-03,1.046517064548507323e-18,6.074002537509491997e-15,3.462275335747448841e-15,5.501087071024812758e-05,1.027359282173255506e-13,1.438081102903563183e-15,6.649155115390215087e-10
